timestamp_ms,emg_quad,ecg_isquio,angulo_relativo
1673,0,2442,14.56
1673,0,1686,14.56
1673,0,1535,14.56
1704,0,2307,14.56
1705,0,1698,14.55
1705,0,1501,14.55
1736,0,2254,14.56
1737,0,1713,14.56
1737,0,1402,14.56
1766,0,2149,14.55
1766,0,1714,14.55
1767,0,1317,14.55
1797,0,2121,14.55
1797,0,1803,14.55
1828,0,1263,14.55
1828,0,2106,14.55
1828,0,1872,14.55
1859,0,1255,14.55
1859,0,2067,14.55
1860,0,1889,14.56
1890,0,1221,14.56
1891,0,2016,14.56
1891,0,1950,14.56
1922,0,1247,14.56
1922,0,2023,14.56
1924,0,1978,14.56
1954,0,1254,14.56
1954,0,1997,14.56
1985,0,2039,14.55
1985,0,1258,14.55
1986,0,1965,14.56
2014,0,2067,14.56
2015,0,1302,14.56
2015,0,1968,14.56
2045,0,2160,14.56
2046,0,1386,14.56
2048,0,1895,14.55
2077,0,2185,14.55
2077,0,1400,14.55
2108,0,1763,14.55
2108,0,2166,14.54
2108,0,1359,14.54
2140,0,1654,14.54
2141,0,2183,14.54
2141,0,1357,14.54
2171,0,1580,14.54
2171,0,2199,14.53
2171,0,1354,14.54
2203,0,1495,14.54
2204,0,2219,14.54
2204,0,1449,14.54
2235,0,1505,14.54
2235,0,2274,14.53
2265,0,1500,14.53
2265,0,1499,14.53
2266,0,2320,14.53
2298,0,1565,14.53
2298,0,1456,14.54
2298,0,2291,14.54
2329,0,1535,14.55
2329,0,1370,14.55
2329,0,2260,14.55
2360,0,1589,14.54
2360,0,1327,14.55
2362,0,2167,14.55
2391,0,1648,14.54
2391,0,1279,14.54
2422,0,2134,14.54
2422,0,1759,14.54
2422,0,1404,14.54
2447,0,2192,14.54
2448,0,1879,14.54
2476,0,1390,14.54
2476,0,2224,14.54
2476,0,1968,14.53
2506,0,1329,14.54
2507,0,2123,14.54
2509,0,1982,14.54
2544,0,1274,14.54
2544,0,2026,14.54
2545,0,1967,14.54
2571,0,1264,14.54
2571,0,2017,14.55
2594,0,2096,14.55
2595,0,1360,14.55
2621,0,2070,14.56
2622,0,2192,14.56
2622,0,1428,14.55
2653,0,1945,14.55
2655,0,2195,14.55
2655,0,1406,14.55
2688,0,1872,14.55
2688,0,2259,14.55
2689,0,1453,14.55
2716,0,1902,14.56
2716,0,2341,14.56
2744,0,1497,14.57
2744,0,1855,14.57
2744,0,2371,14.57
2771,0,1511,14.56
2772,0,1867,14.57
2800,0,2400,14.57
2803,0,1535,14.57
2804,0,1815,14.57
2843,0,2430,14.57
2844,0,1665,14.57
2844,0,1734,14.57
2844,0,2422,14.56
2876,0,1643,14.56
2878,0,1689,14.56
2878,0,2458,14.55
2909,0,1717,14.56
2909,0,1637,14.55
2911,0,2438,14.55
2937,0,1771,14.55
2938,0,1660,14.56
2971,0,2517,14.55
2973,0,1949,14.56
2974,0,1759,14.56
3010,0,2525,14.56
3010,0,1984,14.56
3010,0,1611,14.55
3036,0,2423,14.56
3036,0,1885,14.55
3036,0,1520,14.55
3065,0,2279,14.55
3065,0,1921,14.55
3090,0,1488,14.54
3091,0,2262,14.54
3091,0,1970,14.55
3127,0,1346,14.55
3127,0,2223,14.54
3127,0,2023,14.54
3159,0,1328,14.54
3159,0,2113,14.55
3160,0,2001,14.55
3190,0,1238,14.55
3190,0,1981,14.55
3191,0,1939,14.55
3221,0,1106,14.55
3221,0,1869,14.55
3253,0,1913,14.55
3253,0,1167,14.55
3253,0,1911,14.55
3285,0,2064,14.56
3286,0,1254,14.56
3286,0,1862,14.56
3316,0,2151,14.56
3316,0,1346,14.56
3316,0,1859,14.56
3348,0,2167,14.56
3348,0,1329,14.56
3348,0,1774,14.56
3379,0,2206,14.55
3379,0,1389,14.56
3411,0,1686,14.56
3411,0,2185,14.56
3412,0,1374,14.55
3442,0,1569,14.55
3442,0,2198,14.55
3442,0,1408,14.55
3472,0,1510,14.55
3473,0,2173,14.55
3473,0,1365,14.55
3617,0,1444,14.55
3617,0,2230,14.55
3618,0,1486,14.56
3619,0,1504,14.55
3620,0,2297,14.55
3620,0,1646,14.55
3620,0,1535,14.55
3621,0,2326,14.55
3621,0,1662,14.55
3622,0,1446,14.55
3622,0,2240,14.55
3623,0,1662,14.55
3623,0,1361,14.56
3660,0,2213,14.57
3660,0,1779,14.57
3661,0,1436,14.58
3662,0,2301,14.57
3858,0,1930,14.57
3858,0,1502,14.57
3858,0,2322,14.56
3859,0,2000,14.56
3859,0,1489,14.56
3859,0,2306,14.56
3859,0,2057,14.57
3860,0,1418,14.57
3860,0,2129,14.58
3860,0,1938,14.58
3860,0,1265,14.57
3861,0,2059,14.56
3861,0,2018,14.56
3861,0,1328,14.56
3862,0,2016,14.56
3862,0,2032,14.55
3862,0,1249,14.55
3902,0,1938,14.55
3903,0,2126,14.55
3903,0,1275,14.55
3903,0,1857,14.55
3939,0,2159,14.55
3939,0,1385,14.55
3940,0,1935,14.55
3985,0,2250,14.55
3986,0,1399,14.54
3986,0,1859,14.54
3986,0,2272,14.55
3988,0,1431,14.55
4032,0,1791,14.56
4032,0,2273,14.55
4032,0,1473,14.55
4033,0,1774,14.56
4065,0,2278,14.56
4066,0,1515,14.56
4066,0,1755,14.56
4111,0,2304,14.57
4111,0,1511,14.57
4112,0,1671,14.57
4112,0,2322,14.57
4157,0,1520,14.57
4157,0,1521,14.57
4157,0,2309,14.56
4158,0,1535,14.56
4204,0,1474,14.56
4204,0,2271,14.56
4205,0,1618,14.56
4205,0,1482,14.56
4252,0,2204,14.57
4252,0,1659,14.57
4252,0,1465,14.57
4252,0,2318,14.57
4298,0,1745,14.57
4299,0,1415,14.57
4299,0,2305,14.56
4299,0,1830,14.56
4345,0,1409,14.56
4346,0,2220,14.55
4346,0,1833,14.55
4346,0,1323,14.55
4347,0,2178,14.55
4392,0,1902,14.55
4392,0,1323,14.55
4392,0,2101,14.55
4393,0,1917,14.55
4437,0,1233,14.55
4437,0,2034,14.55
4438,0,1974,14.55
4438,0,1247,14.55
4486,0,1971,14.55
4487,0,1970,14.55
4487,0,1225,14.55
4487,0,1949,14.55
4531,0,2075,14.55
4532,0,1270,14.56
4532,0,1883,14.55
4532,0,2157,14.55
4577,0,1365,14.55
4579,0,1851,14.55
4579,0,1893,14.55
4579,0,1387,14.56
4626,0,1997,14.56
4627,0,2285,14.57
4627,0,1444,14.57
4628,0,1861,14.57
4629,0,2299,14.57
4671,0,1406,14.57
4671,0,1739,14.57
4671,0,2263,14.57
4671,0,1470,14.57
4718,0,1663,14.57
4719,0,2286,14.57
4719,0,1455,14.57
4719,0,1629,14.57
4765,0,2263,14.57
4765,0,1535,14.57
4766,0,1613,14.57
4766,0,2405,14.57
4810,0,1587,14.57
4812,0,1535,14.57
4812,0,2378,14.57
4812,0,1633,14.57
4856,0,1451,14.56
4856,0,2305,14.56
4857,0,1689,14.56
4857,0,1475,14.56
4903,0,2259,14.56
4903,0,1728,14.56
4904,0,1401,14.56
4904,0,2295,14.56
4950,0,1763,14.56
4950,0,1363,14.56
4950,0,2209,14.57
4951,0,1811,14.57
4951,0,1296,14.57
4996,0,2162,14.58
4996,0,1903,14.57
4996,0,1375,14.57
4997,0,2170,14.57
5042,0,1951,14.56
5042,0,1328,14.56
5042,0,2180,14.57
5043,0,2035,14.57
5089,0,1315,14.57
5089,0,2032,14.57
5090,0,2112,14.57
5090,0,1238,14.57
5135,0,1873,14.57
5135,0,2207,14.57
